;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
71;Форма банка (без печати работодателя);Покупка автомобиля;0.0;0.21;мужской;0;0;высшее;специалист;>250;0.0;38.0;29.0;Другое;ОАО;холост / не замужем;0.0;0.0;0.0;0.0;0.0;0.0365853659;0.0;0.0;0.0;0.0;0.5;1.0;1.0;79.0;2.0;0.0;1.0;40.0;40.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
72;2НДФЛ;Покупка автомобиля;0.0;0.42;мужской;0;0;среднее-специальное;рабочий;>250;0.0;225.0;53.0;Торговля;ЗАО;женат / замужем;1.0;1.0;0.0;0.0;0.0;0.0980392157;0.0;0.0;0.0;0.0;0.25;1.0;3.0;46.0;4.0;1.0;3.0;10.0;78.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
73;2НДФЛ;Ремонт;1.0;0.45;женский;2;0;высшее;специалист;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
74;Поступление зарплаты на счет;Покупка автомобиля;1.0;0.48;мужской;2;0;высшее;торговый представитель;>250;0.0;42.0;35.0;Другое;ОАО;женат / замужем;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5;2.0;2.0;14.0;4.0;1.0;0.0;3.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;Поступление зарплаты на счет;Ремонт;1.0;0.53;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;1.0;12.0;26.0;Информационные технологии;ООО;гражданский брак;1.0;1.0;0.0;0.0;0.0;0.3413173653;0.0;1.0;0.0;0.0;0.5;4.0;4.0;110.0;8.0;1.0;0.0;4.0;53.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
76;Форма банка (без печати работодателя);Лечение;1.0;0.29;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0.0;81.0;46.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
77;2НДФЛ;Покупка недвижимости/ строительство;0.0;0.53;женский;0;0;высшее;специалист;>250;3.0;337.0;50.0;Государственная служба;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
78;Форма банка (без печати работодателя);Ремонт;0.0;0.49;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0.0;35.0;40.0;Другое;ООО;холост / не замужем;2.0;1.0;0.0;0.0;0.0;0.119266055;0.0;1.0;0.0;0.0;0.5714285714;4.0;3.0;96.0;7.0;0.0;1.0;2.0;53.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
79;Форма банка (без печати работодателя);Ремонт;1.0;0.2;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0.0;145.0;45.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
80;Форма банка (без печати работодателя);Ремонт;1.0;0.28;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
81;Поступление зарплаты на счет;Ремонт;1.0;0.34;женский;0;0;среднее;вспомогательный персонал;>250;0.0;17.0;26.0;Торговля;ООО;холост / не замужем;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82;2НДФЛ;Ремонт;1.0;0.49;мужской;1;0;среднее;вспомогательный персонал;>250;0.0;87.0;38.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
83;2НДФЛ;Ремонт;0.0;0.59;мужской;2;0;высшее;специалист;>250;0.0;33.0;34.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
84;Поступление зарплаты на счет;Ремонт;1.0;0.59;женский;0;0;высшее;специалист;>250;1.0;98.0;27.0;Другое;ООО;женат / замужем;7.0;6.0;6.0;1.0;1.0;0.0769230769;0.0;2.0;2.0;2.0;0.5;3.0;3.0;60.0;6.0;2.0;0.0;0.0;75.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
85;Форма банка (без печати работодателя);Ремонт;1.0;0.32;мужской;0;0;высшее;менеджер среднего звена;< 50;0.0;151.0;52.0;Торговля;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;23.0;1.0;0.0;0.0;43.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86;Свободная форма с печатью работодателя;Ремонт;1.0;0.56;женский;1;0;высшее;торговый представитель;>250;0.0;7.0;40.0;Торговля;ООО;женат / замужем;2.0;1.0;0.0;0.0;0.0;0.1081081081;0.0;1.0;1.0;1.0;0.2;2.0;8.0;132.0;10.0;2.0;0.0;1.0;84.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
87;2НДФЛ;Покупка автомобиля;0.0;0.47;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0.0;64.0;38.0;Торговля;ООО;женат / замужем;1.0;0.0;0.0;0.0;0.0;0.0141843972;0.0;0.0;0.0;0.0;0.3333333333;4.0;8.0;139.0;12.0;3.0;0.0;7.0;82.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
88;Поступление зарплаты на счет;Ремонт;0.0;0.37;женский;0;0;высшее;менеджер среднего звена;>250;1.0;175.0;49.0;Другое;ЗАО;холост / не замужем;2.0;2.0;1.0;1.0;0.0;0.0105263158;0.0;0.0;0.0;0.0;0.3333333333;3.0;6.0;188.0;9.0;3.0;2.0;20.0;95.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
89;2НДФЛ;Ремонт;1.0;0.45;женский;0;0;высшее;менеджер среднего звена;>=150;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
90;2НДФЛ;Ремонт;1.0;0.25;женский;1;0;среднее-специальное;специалист;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
91;Форма банка (без печати работодателя);Ремонт;1.0;0.35;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
92;2НДФЛ;Покупка автомобиля;0.0;0.19;мужской;1;0;высшее;специалист;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
93;2НДФЛ;Лечение;1.0;0.13;мужской;0;0;среднее-специальное;рабочий;>250;3.0;43.0;39.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
94;Форма банка (без печати работодателя);Другое;1.0;0.24;женский;0;0;высшее;специалист;>250;0.0;151.0;27.0;Другое;Иная форма;холост / не замужем;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;10.0;1.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95;Форма банка (без печати работодателя);Ремонт;1.0;0.53;мужской;0;0;ученая степень;специалист;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
96;Форма банка (без печати работодателя);Ремонт;1.0;0.33;мужской;1;0;ученая степень;менеджер высшего звена;< 50;0.0;69.0;34.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
97;2НДФЛ;Ремонт;1.0;0.26;женский;1;0;второе высшее;рабочий;>250;3.0;17.0;31.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
98;Форма банка (без печати работодателя);Ремонт;1.0;0.16;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
99;Форма банка (без печати работодателя);Ремонт;0.0;0.52;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0.0;54.0;41.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
100;Поступление зарплаты на счет;Другое;1.0;0.15;женский;0;0;высшее;специалист;>=150;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
101;Форма банка (без печати работодателя);Ремонт;1.0;0.59;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0.0;20.0;36.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
102;2НДФЛ;Покупка автомобиля;1.0;0.35;женский;2;0;среднее-специальное;рабочий;>250;1.0;88.0;39.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
103;Свободная форма с печатью работодателя;Покупка автомобиля;1.0;0.27;женский;0;0;высшее;менеджер высшего звена;< 50;0.0;43.0;30.0;Другое;ЗАО;гражданский брак;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.125;1.0;7.0;79.0;8.0;0.0;3.0;22.0;76.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
104;Поступление зарплаты на счет;Ремонт;1.0;0.3;мужской;1;0;высшее;специалист;>250;0.0;21.0;28.0;Другое;ООО;женат / замужем;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;14.0;1.0;1.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
106;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.48;мужской;2;0;среднее;вспомогательный персонал;>250;1.0;56.0;31.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
107;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.39;мужской;2;0;высшее;специалист;>250;1.0;35.0;28.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
108;2НДФЛ;Другое;1.0;0.45;мужской;1;0;высшее;вспомогательный персонал;>250;3.0;127.0;41.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
109;Поступление зарплаты на счет;Ремонт;0.0;0.33;мужской;1;0;высшее;специалист;>250;1.0;47.0;38.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
110;Поступление зарплаты на счет;Покупка мебели;0.0;0.44;мужской;0;0;среднее-специальное;рабочий;>=100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
111;Поступление зарплаты на счет;Ремонт;1.0;0.33;мужской;2;0;среднее-специальное;специалист;>250;1.0;73.0;40.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
112;2НДФЛ;Ремонт;0.0;0.49;мужской;1;0;незаконченное высшее;специалист;>250;0.0;44.0;28.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
113;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.44;мужской;0;0;высшее;менеджер среднего звена;>250;0.0;52.0;25.0;Торговля;ООО;женат / замужем;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
114;Форма банка (без печати работодателя);Ремонт;0.0;0.34;мужской;0;0;среднее-специальное;вспомогательный персонал;< 50;0.0;35.0;37.0;Туризм;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
115;Форма банка (без печати работодателя);Ремонт;1.0;0.54;женский;0;0;высшее;менеджер среднего звена;>250;0.0;73.0;32.0;Торговля;ООО;женат / замужем;1.0;0.0;0.0;0.0;0.0;0.0288461538;0.0;1.0;0.0;0.0;0.625;5.0;3.0;101.0;8.0;2.0;0.0;4.0;42.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
116;2НДФЛ;Ремонт;0.0;0.32;женский;0;0;высшее;специалист;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
117;Поступление зарплаты на счет;Ремонт;1.0;0.49;мужской;0;0;высшее;специалист;>250;0.0;25.0;29.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
118;Поступление зарплаты на счет;Ремонт;0.0;0.12;женский;0;0;высшее;специалист;>=150;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
119;2НДФЛ;Ремонт;1.0;0.43;женский;1;0;высшее;специалист;>250;0.0;16.0;28.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
120;2НДФЛ;Ремонт;1.0;0.59;женский;1;0;высшее;менеджер среднего звена;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
121;Поступление зарплаты на счет;Покупка бытовой техники;0.0;0.38;женский;2;0;высшее;менеджер среднего звена;>=150;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
122;Поступление зарплаты на счет;Ремонт;1.0;0.57;мужской;2;0;высшее;рабочий;>250;1.0;53.0;26.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
123;Поступление зарплаты на счет;Ремонт;0.0;0.58;мужской;0;0;высшее;специалист;< 50;0.0;107.0;33.0;Информационные технологии;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.4294117647;1.0;0.0;0.0;0.0;0.2;1.0;4.0;97.0;5.0;1.0;1.0;8.0;92.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
124;2НДФЛ;Ремонт;1.0;0.3;женский;0;0;среднее-специальное;менеджер среднего звена;>250;3.0;7.0;43.0;Другое;ООО;холост / не замужем;2.0;2.0;2.0;2.0;2.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
125;2НДФЛ;Ремонт;0.0;0.26;мужской;0;0;высшее;специалист;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
126;Форма банка (без печати работодателя);Ремонт;1.0;0.08;мужской;1;0;высшее;менеджер среднего звена;>250;0.0;77.0;31.0;Информационные технологии;ООО;женат / замужем;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;22.0;2.0;2.0;0.0;14.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
127;Поступление зарплаты на счет;Ремонт;0.0;0.35;мужской;2;0;среднее-специальное;рабочий;>250;0.0;6.0;30.0;Другое;ООО;женат / замужем;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4;2.0;3.0;39.0;5.0;2.0;0.0;3.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
128;2НДФЛ;Ремонт;1.0;0.33;мужской;0;0;высшее;менеджер высшего звена;< 50;0.0;124.0;34.0;Другое;ЗАО;женат / замужем;3.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;42.0;1.0;1.0;0.0;78.0;78.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
129;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0.0;0.31;женский;1;0;второе высшее;менеджер среднего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
